rep_number,first_name,last_name,party,Har ingen registreringspliktige interesser,Styreverv mv.,Selvstendig næring,Lønnet stilling mv.,Tidligere arbeidsgiver,Framtidig arbeidsgiver,Økonomisk støtte,Eiendom i næring,Aksjer mv.,Utenlandsreiser,Gaver,Ingen registrerte opplysninger
37,Helga,Pedersen,A,,"Parlamentarisk nestleder i Arbeiderpartiets stortingsgruppe (godtgjørelse, se punkt 7)",Driver gårdsbruk i Vestertana,,,,"Godtgjørelse fra Arbeiderpartiets stortingsgruppe som
parlamentarisk nestleder","Jf pkt 3. Eier følgende eiendommer: Gnr 21 bnr 16, gnr.
21 bnr 11 fnr 6, gnr 21 bnr 10, gnr 20 bnr 92, gnr 20 bnr
7, gnr 20 bnr 121, gnr 20 bnr 41, gnr 20 bnr 104, gnr 20
bnr 163, gnr 20 bnr 73, gnr 20 bnr 11, gnr 20 bnr 117.",,,,
120,Geir,Pollestad,Sp,,Styremedlem i organisasjonen Stopp datalagringsdirektivet (ulønnet),,,Har ulønnet permisjon fra ProJure Advokatfirma DA (siden januar 2007),,,,,,,
20,Abid Q.,Raja,V,,"Med i www.minotenk.no som bindeledd mellom styre og
rådgivende organ, ulønnet",Foredragsvirksomhet,Politiadvokat ved Politiets utlendingsenhet (PU),Permisjon fra Utlendingsnemda (UNE),,,,,"Opphold i USA 3 uker i februar 2010 ifbm ""IVYProgramme"", sendt av den amerikanske ambassaden",,
57,Magne,Rommetveit,A,,,,,"4 års permisjon frå stilling som kommunalsjef i Stord
kommune (utan løn)",,,,,,,
4,Kjell Ingolf,Ropstad,KrF,,"Styremedlem Innovasjon Norge Agder frem til 31.12.09
(godtgjørelse)",,,,,,,,,,
126,Sveinung,Rotevatn,V,,Styremedlem i Noregs Mållag (ikkje lønna).,,,,,,,,,,
30,Jørund,Rytman,FrP,,"Styreleder i Gründerforeningen
Styreleder i Stiftelsen Aktiv Ungdom
Personlig varamedlem Stiftelsen Modum Blaafarveværk
Styreleder i Livsstilsservice AS
Medlem bystyret og bystyrekomité for helse, sosial og
omsorg i Drammen kommune",Enkeltmannsforetaket Rytman Consulting,,,,,,Livsstilsservice AS,Reise til Taiwan i september 2010. Politiske møter. Betalt av taiwanske myndigheter.,,
147,Per,Sandberg,FrP,,Første nestleder i Fremskrittspartiet (godtgjørelse),Sporadiske honorarer for artikler/foredrag og kommentarer til ulike norske medier,,,,,,,,,
162,Ingjerd,Schou,H,,"Styremedlem Østfold Energi (godtgjørelse)
Styreleder Mølla Kompetansesenter (godtgjørelse)
Medlem av fylkesting og fylkesutvalg i Østfold fylkeskommune (godtgjørelse)
Medlem av kommunestyret i Spydeberg kommune
(godtgjørelse)
Styreleder Punkt Ø (Momentum og Galleri F 15) (godtgjørelse)
Styreleder Borg innovasjon (godtgjørelse)
Styremedlem Lovisenberg Diakonale Høgskole fra juni
2013 (godtgjørelse)",Registrert enkeltmannsforetak høsten 2010,,,,,,,,,
39,Kåre,Simensen,A,True,,,,,,,,,,,
77,Eirik,Sivertsen,A,,Styremedlem Fine A/S (ulønnet),,,"Permisjon fra Høgskolen i Bodø til 01.11.2011. Vil søke
denne forlenget til 01.11.2013",,,,,,,
143,André N.,Skjelstad,V,,,"Gårdsbruk, jord og skogeiendom",,,,,"Gårdsbruk, jord og skogeiendom",,,,
64,Erik,Skutle,H,,,"Eier 50% av SBS-gruppen ANS. Selskapet har ikke hatt
aktivitet på 3,5 år.",,"Har permisjon fra min stilling som kunderådgiver i DNB
Bank. Mottar ikke lønn, men fordeler som rabatterte forsikringsprodukter og banktjenester.",,,,"Eier 50% av SBS-gruppen ANS. Selskapet har hatt 0
kroner i omsetning de siste 3 årene",,,
114,Torstein Tvedt,Solberg,A,,,,"Billettassistent Kollen Musikkfestival 2012
Ekstrahjelp Unipub Forlag (avsluttes juni/juli 2012)
Medieanalytiker Intermedium AS (deltid)",,,,,,,,
27,Bård Vegar,Solhjell,SV,,,"Motteke enkelte bidrag for avis- og tidsskriftartiklar.
Inntekter frå boka ""Solidaritet på ny"" Samlaget 2011",,,,,,,,"Enkelte mindre gåver som vin, bøker, kunst og handverk.",
115,Roy,Steffensen,FrP,,"Vara til fylkestinget Rogaland (lønnet)
Vara til samferdselsutvalget i Rogaland",,,,,,,,,,
118,Sveinung,Stensland,H,,"Styreleder Haugaland Industri AS, (lønnet), offentlig eid
attføringsbedrift.
Styreleder Stiftelsen Rogaland Kurs og Kompetansesenter,(lønnet), stiftelse med det formål å drive med fagskoleutdanning og kursvirksomhet.
Jeg har søkt om permisjon fra vervene leder av administrasjonsutvalget, fylkesutvalget og fylkestinget i Rogaland.
Jeg har søkt om permisjon fra vervet som bystyremedlem
og vara til formannskapet i Haugesund.
Jeg har søkt fritak fra vervet som leder av personalpolitisk utvalg i Haugesund.
Jeg har frem til jeg ble stortingsrepresentant hatt flere
verv, oppnevnt av Haugesund kommune eller Rogaland
Fylkeskommune. Jeg har søkt om og fått fritak fra disse.
Ettersom generalforsamling ikke er avholdt er jeg fortsatt
medlem i disse styrer inntil videre:
Stiftelsen Rogalandsforskning, Stiftelsen SR-Bank, Næringsutvikling Stavangerregionen.
Jeg har søkt HOD om fritak fra vervet som styremedlem i Helse Vest, med umiddelbar virkning.",,,"Jeg er ansatt som men har permisjon fra stilling som regionsjef i Apotek1 Norge AS. Ettersom jeg ikke mottar
lønn fra jeg ble stortingsrepresentant meldes jeg også ut
av permisjons- og forsikringsordninger.","Om jeg trer ut av Stortinget, har jeg rett på ny stilling
(med de betingelser jeg hadde før permisjonstiden) i
Apotek1 Norge AS.",,,Jeg eier aksjer i Seagarden ASA,,,
90,Jens,Stoltenberg,A,,"Leder i Det norske Arbeiderparti (ytelser)
Parlamentarisk leder i Arbeiderpartiets stortingsgruppe
(godtgjørelse se punkt 7)","Diverse honorar for artikler.
Avtaler om bokprosjekter og utgitte bøker, Aschehoug
og Gyldendal forlag, herunder ""Samtaler"" (2009) og
""Klimaparadokset"" (2010).",,,,"Godtgjørelse fra Arbeiderpartiets stortingsgruppe som
parlamentarisk leder",,,,"Teppe fra de indiske og aserbajdsjanske statsministre.
mottatt i forbindelse med 50-årsdag 16.3.2009:
-Bidrag til båt fra Arbeiderpartiet, APs fylkespartier, LONorge og en rekke fagforbund, tilsammen 40 bidragsytere. Verdien av gaven er innberettet til skattemyndighetene av AP, og skattekostnadene for gaven er innberettet som lønn og innbetalt i sin helhet som skatt.
-Maleri, gitt av Norsk bonde- og småbrukarlag
-Armbåndsur og genser, gitt av Norges Idrettsforbund
-Gavekort kr. 5000, hunterkniv og bok, gitt av Senterpartiet
-Litografi og to bøker, gitt av Kristelig Folkeparti og
Kristelig Folkepartis stortingsgruppe
-Blomster, dykkemaske og gavebrev på dykkeropplevelser fra Aqua Lofoten Dykkesenter, gitt av AUF
-CD og gavekort på opphold på Socialdemokraternes
kurssted Bommersvik for 2 personer fredag-søndag, gitt
av Socialdemokratiet.
Gavelisten er i sin helhet publisert på:
http://dna.no/content/download/29639/448874/version/1/
file/Gaveoversikt.pdf",
42,Knut,Storberget,A,,Medlem forum for skolemegling. Ikke lønnet.,"Utga boka ""Det er dine øyne jeg ser"", Aschehoug forlag,
2012. Del av royalty gitt til Stine Sofies Stiftelse.",,"Permisjon som fast forsvarer ved Sør-Østerdal Tingrett
og Eidsivating lagmannsrett. Oppebærer ingen økonomiske ytelser i den anledning.",,,"Eier leilighet i Waldemar Thranesgt.32, Oslo, som leies
ut.
Eiendom Tårnborg, gnr 31 bnr 5, Elverum. Leies ut til
min søster",,,,
156,Morten,Stordalen,FrP,,Kommunestyrerepresentant Re kommune (godtgjørelse),,,,,,,,,,
95,Jonas Gahr,Støre,A,,Styremedlem Femstø AS,,,,,,,"Femstø AS (Dette er et familieaksjeselskap - eiendom og
verdipapirer)",,"Tepper fra Afghanistans president (Beskattet i tråd med
norske regler)",
110,Eirin,Sund,A,True,,,,,,,,,,,
76,Kenneth,Svendsen,FrP,,"Medlem av kommunestyre og formannskap i Fauske
kommune",,,,,,,,Studietur til Taiwan. Reise og opphold dekket av taiwanske myndigheter.,,
108,Hans Olav,Syversen,KrF,,"Varamedlem til styret i Kristelig Gymnasium (KG) (intet
honorar)
Styremedlem i Den Norske Atlanterhavskomite (intet
honorar)
Parlamentarisk leder i Kristelig Folkeparti (godtgjørelse)",,,,,,,,,,
46,Tone Merete,Sønsterud,A,,,,,"Ulønnet permisjon fra Statistisk Sentralbyrå og LO Stat.
Beholder et billån i LO Stat.",,,,,,,
92,Hadia,Tajik,A,,,"Enkeltmannsforetaket Tajik Media. Holder diverse foredrag/skriver tekster.
Avtale med Aschehoug forlag om å levere tekster høsten
2012 til digitalt læremiddelverk om politikk og menneskerettigheter. Honoraret utbetales direkte til den humanitære organisasjonen Leger uten grenser.
Honorar 2012 for oppdrag i forbindelse med programposten ""Jul i P2"" utbetales direkte til menneskerettighetsorganisasjonen Norsk PEN.",,,,,,,,,
93,Michael,Tetzschner,H,,"Styreleder Oslo Hospital- Stiftelse og A/S (godtgjørelse)
Styreverv Ullevaal Stadion Idrett A/S - Ullevaal Business Class AS- Ullevaal Stadion A/S (godtgjørelse)
Styremedlem FJ Stenersen A/S (ingen godtgjørelse)
Styremedlem NAI Fiat Partner (godtgjørelse)
Styreleder Digital Venture A/S (ingen godtgjørelse)",Tetco Advokatfirma A/S,,,,,,Tetco Advokatfirma A/S,,,
85,Olemic,Thommessen,H,,"Styremedlem Gudbrandsdølen A/S (godtgjørelse)
Styreleder Redcase Norway A/S (ulønnet)
Stiftelsen Norden (ulønnet)
Styremedlem Overlege Knut Bergs fond (godtgjørelse)",Personlig selskap Helikon - Olemic Thommessen,,,,,,Gudbrandsdølen AS,,,
23,Ib,Thomsen,FrP,,Styreleder i Guri Stova Strømmen AS (ulønnet),,,,,,,Aksjer i Guri Stova Strømmen AS,,,
119,Helge,Thorheim,FrP,,"Karmøy kommune, medlem av kommunestyret, medlem
av formannskapet (lønnet).
Representantskapet Haugaland kraft AS, møtegodtgjørelse pr møte (2 møter pr år).
Styremedlem Karmsund Havnevesen IKS, styregodtgjørelse.
Styremedlem Defence Consulting. Ikke virksomhet. Ikke godtgjørelse.
Muslandsvåg Østers DA. Ikke virksomhet. Ikke godtgjørelse.
Muslandsvåg Chinchilla DA. Ikke virksomhet.Ikke godtgjørelse.","Thorheim Invest DA. Ikke virksomhet. Ikke godtgjørelse.
Siv.ing. Helge Thorheim. Ikke virksomhet. Ikke godtgjørelse","Karmøy kommune. Vassdragsteknisk ansvarlig (VTA).
Ikke fastsatt godtgjørelse","Karmøy kommune - permisjon fra stilling ved teknisk
etat mens jeg er på Stortinget.",,,,,,,
111,Bente,Thorsen,FrP,,"Medlem Karmøy kommunestyre (møtegodtgjørelse)
Medlem Stortinget utvalg for rettferdsvederlag (lønnet)",,,,,,,,,,
63,Kjersti,Toppe,Sp,True,,,,,,,,,,,
121,Geir S.,Toskedal,KrF,,"Leder plankomite for ny Kopervik kirke, ulønnet.
Styremedlem Stavanger Symfoniorkester, lønnet
Styremedlem Nord-Rogaland Symfoniorkester, ulønnet","Adversum, eget foretak/konsulentvirksomhet.",,"Rektor Karmøy Kulturskole - 100% stilling, permisjon
uten lønn uten andre fordeler siden oktober 2013.
Lærer Karmøy Folkehøgskule, 10% stilling, permisjon
uten lønn eller andre velferdsfordeler siden august 2011.",,,,,,,
62,Ove Bernt,Trellevik,H,,"Styreleder i Kystsogevekene. Honorar.
(Det blir valgt ny styreleder ila høst/vinter 2013/2014)",,,"Har ulønnet permisjon fra BKK AS. Midlertidig utmeldt
av pensjonskasse så lenge permisjonen varer.",,,,Har aksjer av verdi over 1G i Austevoll seafood ASA.,,,
43,Anette,Trettebergstuen,A,,"Sentralstyremedlem Europabevegelsen (ulønnet)
Rådsmedlem Likestillingssenteret Hedmark (ulønnet)
Styremedlem i magasinet Blikk (ulønnet)","Registrert enkeltmannsforetak DJ virksomhet
Honorar fra TVNorge for deltakelse i TV-programmet ""4
Stjerners middag"" høsten 2012",,,,,,,"Reise med AOF til Manila, Filippinene november 2005
for å se på samarbeid med fagorganisasjoner der
April 2009 - reise til Taiwan betalt av taiwanske myndigheter
Juni 2012 - møteprogram i Paris arrangert av det franske
utenriksdepartementet, som dekket hotellovernatting.
Øvrig opphold og reise ble dekket av Arbeiderpartiet.",,
14,Tone Wilhelmsen,Trøen,H,,"Styremedlem i Romerike Krisesenter IKS - lønnet verv
Styreleder i Eidsvold Turn Fotball - ulønnet verv","Enkelpersonforetak TONE WILHELMSEN TRØEN reg
nr 986 846 476
Stiftet 02.06.2004 - ikke vært aktivitet min. siste 5 år",,,,,,,,,
150,Karianne O.,Tung,A,True,,,,,,,,,,,
94,Christian,Tybring-Gjedde,FrP,True,,,,,,,,,,,
160,Anders,Tyvand,KrF,,,"Registrert enkeltpersonforetak, Tyvand Kommunikasjon.",,,,,,,,,
25,Mette,Tønder,H,,"Styreleder i Tønder Maritime Services AS. Selskapet er
under avvikling.",,,,,,,,,,
153,Snorre Serigstad,Valen,SV,,"Styremedlem Stopp Datalagringsdirektivet (ulønnet)
Daglig leder Urbanturban (ikke aktiv ideell forening, under avvikling. Ulønnet)
Styremedlem i Tempo (ulønnet)
Styremedlem i Sameiet Kongens Gate 84 (ulønnet)","Snorre Valen Musikk, enkeltmannsforetak, kategori utøvende kunst og underholdningsvirksomhet innen musikk
Medlem i Tono som opphavsperson til åndsverk
Medlem i Gramo som utøver og produsent",,Permisjon uten lønn fra stilling ved NTNU Samfunnsforskning,,,,,,,
47,Trygve Slagsvold,Vedum,Sp,,2. nestleder i Senterpartiet (godtgjørelse),"Gårdbruker, Bjørby gård, Stange kommune",,,,,Bjørby gård,,"To dagsreiser til England for å møte representanter for
det engelske boligsamvirket og britiske politikere. Betalt
av firmaet Hedalm Anebyhus. (I stortingsperioden 20052009)",,
96,Kristin,Vinje,H,True,,,,,,,,,,,
130,Lene,Vågslid,A,,"Nestleder Norsk Hardingfelesenter AS, lønnet
Medlem regional rovviltnemd, lønnet
Medlem offentleg utval for bustadpolitikk, lønnet
Medlem Telemark fylkesting, lønnet
Medlem hovedutvalg for kompetanse, lønnet
Medlem fylkesutvalg, lønnet",,,Søkt permisjon fra de tre sistnevnte verv under punkt 2.,,,,,,,
165,Bengt Morten,Wenstøb,H,,,,,"Ulønnet permisjon fra stillingen som høgskolelektor ved
Høgskolen i Østfold.",,,,,,,
32,Anders B.,Werp,H,,Medlem av Hovedkomiteen for skiflyvnings-VM i Vikersund 2012 (ulønnet),"Eier landbrukseiendom, Werp gård, Øvre Eiker kommune",,Permisjon (ulønnet) fra Norges Skogeierforbund,,,Jf. punkt 3,POAPE AS,,,
167,Erlend,Wiborg,FrP,,"KS Østfold (møtegodtgjørelse)
Bystyrerepresentant, Moss kommune (møtegodtgjørelse)
Fylkestinget, Østfold fylkeskommune
(fast/møtegodtgjørelse)
Fylkesutvalget, Østfold fylkeskommune(fast/møtegodtgjørelse)
Nestleder i styret til MKEiendom(fast godtgjørelse)
Nemdsmedlem, Skatt Øst (fast godtgjørelse)",,,,,,,,,,
34,Morten,Wold,FrP,True,,,,,,,,,,,
87,Anne Tingelstad,Wøien,Sp,,Medlem av Rådet for Likestillingssenteret (ikke godtgjørelse),,,,,,,,,,
17,Marianne,Aasen,A,,Styremedlem i Fossumkollektivet (godtgjørelse),,,,,,,,,,
127,Terje,Aasland,A,,Styreleder i Bølebåtens venner - org.nr. 992 528 443,,,Permisjon fra EL & IT Forbundet Vestfold/Telemark,,,,,,,
83,Rigmor,Aasrud,A,,,,,,,,,,"Leder for delegasjon til Poznan, Polen. Uformelt ministermøte e-government, 16.-18.11.2011. Invitert av det
polske EU-formannskapet, som betalte hotelloppholdet.","Fat m. gravering mottatt av Gran Handel og håndverk
(""Potetprisen"").",
183,Anders,Anundsen,FrP,,"Styremedlem Link Larvik AS (godtgjørelse)
Medlem i Skatteklagenemda Sør (godtgjørelse)
Varamedlem til styret i Helgeroa eiendom as (ingen
godtgjørelse)",Eier/daglig leder i Global Consult Anundsen,,,,,,"Nano Forvaltning AS
Helgeroa Eiendom AS",,Diverse mindre gaver i forbindelse med foredrag o.l.,
177,Elisabeth,Aspaker,H,,,,,"Permisjon fra lærerjobb ved Seljestad ungdomsskole,
Harstad kommune",,,,,,Sølvskål fra Høyre i anledning 50-årsdag 2012,
175,Børge,Brende,H,,"Medlem av China Council, rådgivende organ i miljøspørsmål for den kinesiske regjering, oppnevnt av den
kinesiske miljøvernminister i samråd med norsk UD.
Vervet er ikke lønnet, se pkt. 5
Styreleder for prosjektet ""Villreinfangsten som verdensarv"", ikke honorar","Mottar sporadisk honorar for artikler i aviser, tidsskrifter,
blader og foredrag",,,,,,,"- China Council (jf pkt 1) dekker utgifter til reise og
opphold Norge/Kina i forbindelse med møter i dette organet.
- Deltok som innleder og deltager i et energirundebord
arrangert av Powel (norsk programleverandør til kraftbransjen) under Powel-dagene 2006 med ca. 220 deltagere i Praha 21-23 september. Andre deltagere under seminaret var bla Jiri Bis, Deputy Minister, Ministry of
Trade and Industry, Czech Republic. Powel dekket flyreise på deres oppsatte charterfly samt hotell.
- Holdt en forelesning 11. oktober 2006 for Akademia
Engelberg i Sveits under ""Swiss Energy Week 2006""
med tittelen ""Rethinking our Energy Future"". Universitetet dekket flyreise og en hotellovernatting.",,
182,Robert,Eriksson,FrP,,Styreleder i Innherred Finans & Forsikring AS (lønnet),Innherred Finans & Forsikring,,,,,,Innherred Finans & Forsikring AS,,,
173,Vidar,Helgesen,H,True,,,,,,,,,,,
180,Solveig,Horne,FrP,,,,,,,,,,"11. - 16. september 2010 - studiereise til Taiwan. Reise
og opphold betalt av taiwanske myndigheter.",,
181,Bent,Høie,H,,"Nestleder i Høyre (godtgjørelse)
Varamedlem i styret i selskapet ""Gule og grønne Norge
A/S"" (ulønnet - gitt beskjed til revisor om at jeg ikke skal
ha denne posisjonen lenger)",,,,,Rogaland Høyre stiller til disposisjon kontorplass og telefonlinje som benyttes når jeg er i Stavanger,,,"- 3. - 7. november 2004 - reise til Alicante. Konferanse:
Nordmenn i Spania (helse- og sosiale forhold) og besøk
på flere norskdrevne kommunale og ideelle helse- og rehabiliteringsinstitusjoner. Reise betalt over sosialkomiteens budsjett og godkjent av Presidentskapet. Opphold og
diverse måltider betalt av henholdsvis Solgården Ferieog Helsesenter og Diakonissehuset Lovisenberg som arrangerte konferansen og studieturen","""Huskonsert"" 10.11.13 i gave fra Stavanger symfoniorkester og Rosenberg verft som ledd i deres prosjekt med
overraskelseskonserter.",
187,Torbjørn Røe,Isaksen,H,,"Styremedlem C. J. Hambro's fond (ulønnet)
Medlem av direksjonen i Polyteknisk forening (ulønnet).","Inntekt fra Kopinor etter opptrykk.
Inntekt fra Cappelen Damm etter utgivelse av boken
""Høyre om!"" i 2009.
Fast spalte i Morgenbladet (ikke honorar f.o.m. oktober
2013).
Inntekter fra utgivelsen av boken ""Konservatisme"" på
Universitetsforlaget i 2011.
Honorar fra TV Norge ifm. deltakelse i programmet ""4
stjerners middag"" september 2012. Honoraret er gitt bort.
Honorar fra NRK for manus + programlederjobb i programserien ""Sommer i P2"" 2012.
Honorar fra Nytt Norsk Tidsskrift for artikkel.
Honorar for vikariat i VG Helg sommeren 2013. Honoraret er gitt bort.",,,,,,En aksje i Klassekampen AS,"18. - 24. mai 2010 - reise til Paris - International Visitor
Program. Flyreise, hotell og enkelte måltider betalt av
den franske stat.
1.-4. november 2010- Reise til Israel/Palestina i regi av
Kirkens nødhjelp. Stortingsgruppen betalte flybilletten.
Arrangør betalte måltider.
26. februar-4.mars 2011- Studietur til Hong Kong i regi
av Hong Kongs myndigheter. Arrangør betalte reise og
opphold.",,
171,Siv,Jensen,FrP,,,"Sporadiske honorar for artikler og kommentarer til ulike
norske medier.",,,,,,,"10.-17. januar 2010. Studietur til Taiwan etter invitasjon
fra den taiwanske regjering. Reise og opphold dekket av
vertskapet.","3,5 l whisky fra Stortingets presselosje, desember 2011.",
184,Tord,Lien,FrP,,,,,,,,,,15. -18. januar 2009 - Opphold med delpensjon i Barcelona i anledning World Mobile Congress dekket av Telenor,,
186,Sylvi,Listhaug,FrP,True,,,,,,,,,,,
179,Monica,Mæland,H,True,,,,,,,,,,,
172,Jan Tore,Sanner,H,,"Nestleder Høyres stortingsgruppe (godtgjørelse)
Medlem av styret i Stabæk IF 2011-2013 (ingen godtgjørelse)",,"Mottatt godtgjørelse som medlem av referansegruppen
for utredning (NOU) om ungdom, begynnerlønninger og
arbeidsledighet",,,"Unge Høyres Landsforbund dekket enkelte utgifter frem
til 1. juli 1994",,,"Presidiemedlem i AAYPL - gjennom denne organisasjonen dekkes enkelte reiser. Koordineres av Den Norske
Atlanterhavskomité","Deltar på den årlige ""Energy policy conference"" på Sanderstølen",
170,Erna,Solberg,H,,Partileder i Høyre (ytelser og bilgodtgjørelse),Bokutgivelse i 2011,,,,,,,,"Mottatt i forbindelse med 50-årsdag 24.2.2011:
- Sølvskål fra Høyres stortingsgruppe
- Gavekort fra Høyres fylkessekretærer
- Øresmykker fra Høyres fylkesledere
- Kokkekurs fra Fremskrittspartiet v/Siv Jensen
Akvarell fra Tore Hogtvedt
Trykk fra Mia Gjerdrum Helgesen
Smykker fra Nora af Norway
Lås og kjede fra E. Christoffersen
Strikkejakke fra Selbu Husflid AS",
174,Ketil,Solvik-Olsen,FrP,True,,,,,,,,,,,
178,Tine,Sundtoft,H,,,,,Ordinær permisjon uten lønn fra Vest-Agder fylkeskommune,,,,,,,
185,Ine M. Eriksen,Søreide,H,,"Styremedlem i Den norsk-tyske Willy Brandt-stiftelsen
(ulønnet)",Mottar sporadisk honorar for artikler i aviser og tidsskrifter,,,,,,,"26. januar - 13. februar 2004 - deltaker på International
Visitor Program - US Political System for Future European and Eurasian Leaders. Deltakelse etter invitasjon
fra United States Departement of State.
16-17 februar 2009 - deltaker på Mobile World Congress
i Barcelona der hotellopphold dekket av Telenor","Bilde mottatt i forbindelse med foredrag for Det Sjømilitære Samfunds Sjømaktseminar september 2010
Krystallkaraffel mottatt fra Bergen Militære Samfund for
foredrag i januar 2012
Teppe og kappe mottatt fra provinsguvernør Shafaq i
Faryab i forbindelse med komitéreise til Afghanistan i
mars 2012",
176,Thorhild,Widvey,H,,,,Honorar for enkeltstående avisartikler. Ingen faste avtaler,,,,,,,"Gave, sølvarmbånd, Fred Olsen, desember 2004. Gudmor",
720,Fredrik,Bjørnebekk,A,,Medlem av Sarpsborg bystyre,,Sosialkonsulent i Sarpsborg kommune,,,,,,"Ungdommens Nordiske Råd, oktober 2010,2011,2012",,
379,Tone Heimdal,Brataas,FrP,,"Vardar AS, styremedlem, honorar
Røyken Eiendom AS, styremedlem, lønnet fra 2014
Røyken Eiendomsutvikling AS, honorar 2014","Brataas regnskap og kontorservice (ubetydelig omsetning
2013)
Mikro Dataregnskap AS",Daglig leder Mikro Dataregnskap AS,,,,,Mikro Dataregnskap AS,,,
593,Marie,Brekke,KrF,,,,,,,,,,,,True
606,Tor,Bremer,A,,,,,,,,Gardsbruk gnr 150 bnr 1 i Luster kommune,,,,
448,Astrid Aarhus,Byrknes,KrF,,,,,,,,,,,,True
562,Ingunn,Gjerstad,SV,,,,,,,,,,,,True
317,Benjamin,Grønvold,H,True,,,,,,,,,,,
574,Sissel Knutsen,Hegdal,H,,,,,,,,,,,,True
345,Are,Helseth,A,,"Styreleder i Maikens Minnefond (ideell stiftelse, ikke
honorar)
Styremedlem i Helset legesenter (ikke styrehonorar)",,,"Har fra 01.10.09 permisjon fra stilling som adm.direktør
ved Fürst Medisinsk Laboratorium AS og MEDLAB AS.
Har lån hos arbeidsgiver.",,,,Helset legesenter AS.,,,
614,Bjørn Erik,Hollevik,H,,,,,,,,,,,,True
401,Johnny,Ingebrigtsen,SV,,"Medlem, Finnmark fylkeskommune, Fylkesting og Fylkesutvalg, lønnet. Nordkapp Kommune, Kommunestyret,
ulønnet. Leder valgkomite, Innovasjon Norge, region
Finnmark, lønnet. Styremedlem Tromstrygd Sjøforsikring, lønnet. Styreleder Gjesvær Service AS, ulønnet.
Styreleder Gjesvær Fiskarlag, ulønnet.","Fisker og daglig leder i Nytind AS og Partsrederiet Vårøy DA, årlig godtgjørelse over kr 50 000.",,,,,,"Nytind AS. Gjesvær Service AS. Partsrederiet Vårøy
DA.",,,
405,Lasse,Juliussen,A,,Se punkt 4.,,Fylkesråd i Hedmark fylkeskommune,,,,,,,,
436,Eigil,Knutsen,A,,,,,,,,,,,,True
309,Lene,Langemyr,FrP,,"Leder i kontrollutvalget, Grimstad kommune (møtegodtgjørelse)",,,,,,,,,,
557,Guri,Melby,V,,,,,,,,,,,,True
552,Peter N.,Myhre,FrP,,"Medlem av Havnestyret i Oslo, godtgjørelse
Styremedlem i Fjellhus Vel, ingen godtgjørelse",,,,,,,,"Deltok på reise til Taiwan 28. november - 4. desember
2009. Fly og hotell betalt av taiwanske myndigheter.",,
346,Anne,Odenmarck,A,,Sekretær for Stiftelsen Liv,,Daglig leder Krise- og incestsenteret i Follo IKS,,,,,,,,
526,Ivar,Odnes,Sp,,,,,,,,,,,,True
388,Ingalill,Olsen,A,True,,,,,,,,,,,
719,Wenche,Olsen,A,,Medlem kommunestyret i Halden kommune,,,Permisjon uten lønn fra Sykehuset Østfold.,,,,,,,
675,Audun,Otterstad,A,,,,,,,,,,,,True
506,Veronica,Pedersen,FrP,,Verv i kommunale organ (godtgjørelse),,Barsjef og restaurantsjef Mo Mat og Vinhus AS,,,,,,,,
423,Bersvend,Salbu,SV,,,,,,,,,,,,True
504,Greta Johanne,Solfall,FrP,,,,,,,,,,,,True
427,Charlotte,Spurkeland,H,,,,,,,,,,,,True
553,Aina,Stenersen,FrP,,,,,,,,,,,,True
659,Terje,Sørvik,A,,,,,,,,,,,,True
491,Tone-Helen,Toften,A,,,,,,,,,,,,True
469,Tove-Lise,Torve,A,,"Nestleder i styret til Trollheimstunnelen AS (lønnet)
Styreleder i Sunndal Næringsselskap AS (lønnet)
Nestleder i styret til Havnerådet i Kristiansund og Nordmøre Havn IKS (lønnet)
Styremedlem i Nofima AS (lønnet)",,,,,,,,,,
301,Line,Vennesland,A,,"Medlem av formannskap og kommunestyre i Evje og
Hornnes (lønnet)
Medlem av Aust-Agder fylkesting og nestleder i komité
(lønnet)
Første vara Konsesjonskraftfondet Aust-Agder (lønnet)",,Barnevernskonsulent i Evje og Hornnes kommune,,,,,,,,
322,Linda,Verdal,A,,,,,,,,,,,,True
373,Christopher,Wand,H,,,,,,,,,,,,True
622,Lise,Wiik,A,,,,,,,,,,,,True
721,Elise,Waagen,A,,Medlem av Sarpsborg bystyre,,Fagpolitisk ungdomssekretær LO/Østfold,,,,,,,,
